Chemical,SMILES
NCGC00256184-01,[H][C@@]12CC[C@H](C(=O)CO)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])CCC4=CC(=O)CC[C@]34C
NCGC00167444-01,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@@]2([H])NC(=O)[C@H](NC(=O)C4=C(O)C=C(C)N=C4)C5=CC=C(O)C=C5)C(O)=O
NCGC00258703-01,N#C\C=C\C#N
NCGC00255371-01,[Na+].[Na+].[O-]C(=O)C1=C(C=CC=C1)C2=C3C=C(I)C(=O)C(I)=C3OC4=C(I)C([O-])=C(I)C=C24
NCGC00257644-01,NC(=O)C1=CC=CC(=C1)[N+]([O-])=O
NCGC00260522-01,[H]\C(=C(\[H])C1=CC=C(C=C1)[N+]([O-])=O)C(=O)C2=CC=CC=C2
NCGC00016391-05,OC1=C2N=CC=CC2=C(Cl)C=C1I
NCGC00247697-01,Cl.CCC(=O)N(C1CCN(CCC2=CC=CS2)CC1)C3=CC=CC=C3
NCGC00256646-01,[H][C@@]12CC[C@H]([C@H](C)CCC(=O)NCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]3([H])[C@@]2([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]34C
NCGC00258466-01,ClCC1(CCl)C(=C)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl
NCGC00182074-02,OC1C(COC(=O)C2=CC=CN=C2)(COC(=O)C3=CC=CN=C3)CCCC1(COC(=O)C4=CN=CC=C4)COC(=O)C5=CN=CC=C5
NCGC00258441-01,CC(=O)NC1=CC=CC(C)=C1
NCGC00255974-01,OC(=O)CF
NCGC00259581-01,COS(=O)(=O)OC
NCGC00257988-01,CCOC(=O)CC#N
NCGC00258378-01,ClCC=C
NCGC00259019-01,OC1=CC(O)=C2C[C@@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@H](OC2=C1)C4=CC(O)=C(O)C(O)=C4
NCGC00255293-01,CC(C)=CCC\C(C)=C\CC\C(C)=C\CO
NCGC00259425-01,O=C1N=NNC2=C1C=CC=C2
NCGC00260523-01,[Na+].[Na+].[O-][Se]([O-])=O
NCGC00255574-01,OCN1C(NC(=O)NCNC(=O)NC2N(CO)C(=O)NC2=O)C(=O)NC1=O
NCGC00161328-03,[H][C@@]12CC[C@H]([C@H](C)CC[C@@H](O)C(C)(C)O)[C@@]1(C)CCC\C2=C/C=C3/C[C@@H](O)CCC3=C
NCGC00260353-01,CCCCCCCCCCCC[N+](C)(C)CCCS([O-])(=O)=O
NCGC00015762-06,CCN1C=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12
NCGC00255367-01,CCCCCCCCN1SC(Cl)=C(Cl)C1=O
NCGC00254383-01,OC(=O)CN1C(=O)N(CC2=CC=C(Br)C=C2F)C(=O)C3=C1C=C(Cl)C=C3
NCGC00163815-04,CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)S(N)(=O)=O)[N+]([O-])=O
NCGC00259201-01,ClC1=C(Cl)C(=O)C2=C(C=CC=C2)C1=O
NCGC00254051-01,CC1=NC=C(C=N1)[C@@H](CCCCCCC2=NC3=C(CCCN3)C=C2)CC(O)=O
NCGC00181134-01,ClC1=CC(Cl)=C(Cl)C=C1OCC#CI
NCGC00257112-01,CC1(C)CC2=C(O1)C(O)=CC=C2
NCGC00257454-01,O.Cl.Cl.[H][C@@]12CC3=C(C(O)=C(O)C=C3)C4=C1C(CCN2C)=CC=C4.[H][C@@]56CC7=C(C(O)=C(O)C=C7)C8=C5C(CCN6C)=CC=C8
NCGC00256703-01,Cl.COC1=CC=C(C=C1)C(CN(C)C)C2(O)CCCCC2
NCGC00166241-01,OC1=C(I)C=C(C=C1I)[N+]([O-])=O
NCGC00167754-01,FC(F)(F)C1=CC(NC2=C(C=CC=N2)C(=O)OC3OC(=O)C4=C3C=CC=C4)=CC=C1
NCGC00257602-01,NC(=O)NNC1=CC=CC=C1
NCGC00015883-05,CC1=C(CCN2CCC(CC2)C3=NOC4=C3C=CC(F)=C4)C(=O)N5CCCCC5=N1
NCGC00016498-01,Cl.CCCCOC1=CC=C(C=C1)C(=O)CCN2CCCCC2
NCGC00095714-01,[H][C@@]12CC(=O)[C@]3(C)[C@]([H])(CC[C@@]4(C)[C@@H](OC(=O)[C@H]5O[C@@]345)C6=COC=C6)[C@]17COC(=O)C[C@@H]7OC2(C)C
NCGC00258905-01,CC(C)(C)C(=O)C1C(=O)C2=CC=CC=C2C1=O
NCGC00091062-04,N[C@@H](CC1=CNC2=C1C=C(O)C=C2)C(O)=O
NCGC00166170-01,CCOP(=S)(OCC)SCSC1=CC=C(Cl)C=C1
NCGC00260448-01,CC1=CC=C(NC2=C3C(=O)C4=C(C=CC=C4)C(=O)C3=C(O)C=C2)C=C1
NCGC00018248-04,CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C3=C(C=CC=C3)S1(=O)=O
NCGC00091149-01,CCCC(CCC)C(O)=O
NCGC00256791-01,OCCN(CCO)CCO.CCCCCCCCCCCC(O)=O
NCGC00159472-02,[Na+].NC1=CC=C(C([O-])=O)C(O)=C1
NCGC00013260-01,[H][C@@]12CC[C@H](O)[C@H](C(=O)OC)[C@@]1([H])C[C@]3([H])N(CCC4=C3NC5=C4C=CC=C5)C2
NCGC00181916-01,CCOC1=CC=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=N1
NCGC00256296-01,[O-][N+](=O)C1=C(Cl)C=CC(C=O)=C1
NCGC00257087-01,CC(C)(C#N)\N=N\C(C)(C)C#N
NCGC00247710-01,Cl.CCN[C@@H](C)CC1=CC=CC(=C1)C(F)(F)F
NCGC00257453-01,CCC1=CC=CC=C1CC
NCGC00181130-01,CN1CCC[C@@H]1CC2=CNC3=CC=C(CCS(=O)(=O)C4=CC=CC=C4)C=C23
NCGC00259868-01,BrC(Br)C#N
NCGC00255933-01,OC(C1=CC=C(Cl)C=C1)(C2=CC=C(Cl)C=C2)C3=CC=CN=C3
NCGC00090879-01,NC1=NC2=C(NC=N2)C(=S)N1
NCGC00259458-01,NC1=CC(=CC=C1)C(F)(F)F
NCGC00182550-01,C[C@H]1CNCCC2=CC=C(Cl)C=C12
NCGC00025315-01,O=C1N(CCCCN2CCN(CC2)C3=NC=CC=N3)S(=O)(=O)C4=CC=CC=C14
NCGC00260437-01,Cl[Zr](Cl)(C1C=CC=C1)C2=CC=CC2
NCGC00164445-01,CC1=C(O)C(C)=C2CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)OC2=C1C
NCGC00249417-01,ClC1=CC=C(S1)S(=O)(=O)NC2=C(C=C(Cl)C=C2)C(=O)NC3=CC=C(C=C3)S(=O)(=O)N4CCOCC4
NCGC00259834-01,OP(O)(O)=O
NCGC00258064-01,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2
NCGC00090782-03,CS(O)(=O)=O.[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC3=CC=CC=C3)NC(=O)C4=C(C)C(O)=CC=C4)[C@@H](C2)C(=O)NC(C)(C)C
NCGC00254634-01,C[SiH](C)O[Si](C)(C)O[Si](C)(C)O[SiH](C)C
NCGC00256601-01,CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1
NCGC00247732-01,CN(C)CCC1=CNC2=C1C(OP(O)(O)=O)=CC=C2
NCGC00095041-01,CCOC(N)=O
NCGC00256403-01,NC(=O)NC1NC(=O)NC1=O
NCGC00183005-01,OC(=O)\C=C\C(O)=O.O=C(CCC1CCN(CC2=CC=CC=C2)CC1)C3=CC4=C(CCCCN4)C=C3
NCGC00258619-01,NCCNCCNCCN
NCGC00258632-01,CC1=CC2=C(C=C1C)N=C(N)S2
NCGC00160616-01,NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC2=CN=CN2)NC(=O)[C@@H]3CCC(=O)N3
NCGC00247679-01,Cl.CC[C@@H](O)C(C[C@@H](C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2
NCGC00258099-01,OC1=CC=C(C=C1)C(=O)OC2=CC=CC=C2
NCGC00027930-02,ClC1=CC=C(C=C1)C(=O)NCCN2CCOCC2
NCGC00256877-01,COC1=CC(C)=CC=C1C(C)C
NCGC00257169-01,NC(=O)N=NC(N)=O
NCGC00254295-01,Cl.CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C3=C(O1)C=CC=C3
NCGC00258918-01,[H][C@@]12CC[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]3([H])[C@@]2([H])CCC4=CC(=O)CC[C@]34C
NCGC00256389-01,OC(=O)CC[N+]([O-])=O
NCGC00258282-01,S(SC1=CC=CC=C1)C2=CC=CC=C2
NCGC00260182-01,F[P-](F)(F)(F)(F)F.CCN1C=C[N+](C)=C1C
NCGC00254065-01,CC(C)(C)OOC(C)(C)C
NCGC00257531-01,O=[Si]=O
NCGC00257610-01,BrC1=C2C(=O)OC(=O)C2=C(Br)C(Br)=C1Br
NCGC00257274-01,[K+].[O-][N+]([O-])=O
NCGC00162275-02,O[C@H]1CC[C@@]2(O)[C@H]3CC4=C5C(O[C@@H]1[C@@]25CCN3CC6CCC6)=C(O)C=C4
NCGC00256553-01,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC
NCGC00256398-01,[O-][N+](=O)C1=CC2=C(NC=N2)C=C1
NCGC00259846-01,OC(=O)C(Br)Br
NCGC00167556-01,[Na+].[Na+].[H][C@]1(COC(N)=O)N(C(=O)[C@@]1([H])NC(=O)C(=N/OCC([O-])=O)\C2=CSC(N)=N2)S([O-])(=O)=O
NCGC00256884-01,CC1CC2=C(C=CC=C2)N1NC(=O)C3=CC(=C(Cl)C=C3)S(N)(=O)=O
NCGC00256001-01,CC(C)C1=CC=C(C)C(O)=C1
NCGC00258143-01,CS([O-])(=O)=O.CCCCN1C=C[N+](C)=C1
NCGC00258316-01,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O
NCGC00254658-01,CCNC1=NC(N)=NC(Cl)=N1
NCGC00255422-01,CCC(CO)(CO)[N+]([O-])=O
NCGC00016956-01,OCCN(C(=O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I
NCGC00258246-01,CC1=CC=C(O)C(N)=C1
NCGC00253912-01,CC(=O)NC1=CC=C(O)C=C1
NCGC00254060-01,OC(=O)C(Cl)(Cl)Cl
NCGC00016533-05,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1
NCGC00255758-01,O=CN1CCOCC1
NCGC00167499-01,Cl.CC(=O)OCC(=O)NCCCOC1=CC(CN2CCCCC2)=CC=C1
NCGC00166026-01,CCN(CC)C(=O)C1=CC=CN=C1
NCGC00016271-01,Cl.C(C1=NCCN1)C2=CC=CC=C2
NCGC00016711-01,Cl.ClC1=CC=C(C=C1)C(OCCN2CCCCC2)C3=CC=CC=C3
NCGC00254081-01,CCN1N=C(CC2=CC=CC=C2)C=C1C3CCN(C[C@H]4C[C@@H](C[C@@H]4C5=CC=CC(F)=C5)N(C)[C@H](C(C)C)C(O)=O)CC3
NCGC00254238-01,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])CCC4=CC(=O)CC[C@]34C
NCGC00257893-01,OC1=C(Br)C(Br)=C(Br)C(Br)=C1Br
NCGC00254729-01,CCOP(=S)(OCC)SCCl
NCGC00016686-01,[H][C@@]12C[C@H](O)C[C@]3(O)C[C@H](O)[C@@H](C(O)=O)[C@]([H])(C[C@@H](O[C@@H]4O[C@H](C)[C@@H](O)[C@H](N)[C@@H]4O)\C=C\C=C\C=C\C=C\C[C@@H](C)OC(=O)\C=C\[C@@]1([H])O2)O3
NCGC00257747-01,[Na+].CCCCCCCCCC(CC)C1=CC=C(C=C1)S([O-])(=O)=O
NCGC00255633-01,COCCOCCOCCOCCOCCO
NCGC00257075-01,CC(C)(C)C(=O)C1C(=O)C2=CC=CC=C2C1=O
NCGC00255661-01,CS(=O)(=O)NC1=CC=C(C=C1OC2=CC=CC=C2)[N+]([O-])=O
NCGC00257804-01,CCCCCCCCCCCCC1CO1
NCGC00016202-02,O.O.[Na+].[Na+].O=N[Fe--](C#N)(C#N)(C#N)(C#N)C#N
NCGC00181912-01,CCOC(=O)C1=C2CN(C)C(=O)C3=C(C=CC=C3I)N2C=N1
NCGC00168248-01,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C3=CC=CC=C3)C(O)=O
NCGC00257258-01,C(OC1=CC=C(CC2=CC=C(OCC3CO3)C=C2)C=C1)C4CO4
NCGC00253918-01,OC1=CC(O)=CC=C1
NCGC00015452-09,CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F
NCGC00159338-02,CC(=O)N[C@@H](C=O)[C@H](O)[C@H](O)[C@@H](O)CO
NCGC00013226-01,Cl.Cl.CN1CCN(CCCN2C3=C(SC4=C2C=C(C=C4)C(F)(F)F)C=CC=C3)CC1
NCGC00254395-01,CCOC1=CC2=C(NC(C)(C)C=C2C)C=C1
NCGC00260001-01,CCCCCCCC
NCGC00247693-01,Cl.CCC(=O)N(C1CCN(CC(O)C2=CC=CC=C2)CC1)C3=CC=CC=C3
NCGC00254889-01,OC(=O)CCSCCC(O)=O
NCGC00254366-01,CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(C)C)[N+]([O-])=O
NCGC00258732-01,Cl.COC1=CC=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC
NCGC00016339-01,CN1C(=O)CC(C1=O)C2=CC=CC=C2
NCGC00256031-01,CC1=CC(OCCOC2=CC=CC(C)=C2)=CC=C1
NCGC00259998-01,ClC1=NC(Cl)=NC(Cl)=N1
NCGC00260310-01,CC1(C)CC(CC(C)(C)N1)OC(=O)CCCCCCCCC(=O)OC2CC(C)(C)NC(C)(C)C2
NCGC00024885-01,CCCCCCCC\C=C/CCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1
NCGC00257305-01,CC12CC1(C)C(=O)N(C2=O)C3=CC(Cl)=CC(Cl)=C3
NCGC00258022-01,COC(=O)CC(C)(C)C=C
NCGC00094976-01,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O
NCGC00258179-01,CC[N+]1(C)CCCC1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
NCGC00260406-01,CCOC(=O)CS
NCGC00159317-02,OP(O)(O)=O.OP(O)(O)=O.OP(O)(O)=O.[H][C@@]12CCC(=O)[C@@H]3OC4=C(OC)C=CC5=C4[C@]13CCN(C)[C@@H]2C5.[H][C@@]67CCC(=O)[C@@H]8OC9=C(OC)C=CC%10=C9[C@]68CCN(C)[C@@H]7C%10
NCGC00255004-01,CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO
NCGC00255926-01,NC1=NC(=O)NC=C1
NCGC00258568-01,C1CC=CCCC=C1
NCGC00257125-01,C[Sn](C)(Cl)Cl
NCGC00257743-01,BrC(Br)Br
NCGC00259023-01,Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2
NCGC00160358-01,O=C1N2CC3=C(C=CC=C3)C(=O)N2CC4=CC=CC=C14
NCGC00254662-01,COC1=C(C=C(Cl)C=C1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3
NCGC00255706-01,[Na+].[O-]C1=C(C=CC=C1)[N+]([O-])=O
NCGC00258210-01,CCOCCOCC
NCGC00166144-02,CCCCCCCC(=O)OCC(O)CO
NCGC00183133-01,[H][C@@]12OC\C3=C/C=C/[C@H](C)[C@H](O[C@@]4([H])C[C@H](OC)[C@@H](O[C@@]5([H])C[C@H](OC)[C@H](NC(C)=O)[C@H](C)O5)[C@H](C)O4)\C(C)=C\C[C@]6([H])C[C@@]([H])(C[C@]7(O6)O[C@]([H])(C(C)CC)[C@@H](C)C=C7)OC(=O)[C@]([H])(C=C(C)[C@H]1O)[C@@]23O
NCGC00164584-01,Cl.NC[C@H]1CC[C@@H](CC1)C(=O)OC2=CC=C(CCC(O)=O)C=C2
NCGC00164578-01,CC1=NC=C(C=C1)C2=NC=C(Cl)C=C2C3=CC=C(C=C3)S(C)(=O)=O
NCGC00257480-01,O=C(OC1=CC=CC=C1)C2=CC=CC=C2
NCGC00091120-01,COC1=CC(OC)=C(Cl)C2=C1C(=O)[C@]3(O2)[C@H](C)CC(=O)C=C3OC
NCGC00259212-01,CN(C)N=O
NCGC00256048-01,OC(COC(=O)C=C)COC1=CC=CC=C1
NCGC00255727-01,NC(=O)CN1CCCC1=O
NCGC00255827-01,COP(N)(=S)OC1=C(C=CC=C1)C(=O)OC(C)C
NCGC00259237-01,ClC1=CC=CC=C1C2=NN=C(N=N2)C3=C(Cl)C=CC=C3
NCGC00256891-01,COC(=O)C(C)N(C(=O)C1=CC=CO1)C2=C(C)C=CC=C2C
NCGC00255817-01,NCCOCCN
NCGC00256246-01,CCCCC(CC)C(=O)OC(C)C
NCGC00259853-01,Cl.NC1=CC=CC=C1
NCGC00260127-01,CCO[Si](CCCSSSSCCC[Si](OCC)(OCC)OCC)(OCC)OCC
NCGC00258547-01,O.S=C1NC=NC2N=CNC12
NCGC00254132-01,CC(O)=O.COCCOC1=NC=C2N(CC(=O)NC3=NC=C(Cl)C=C3)C(=CC2=C1)C(=O)NC4CCN(CC4)C(C)C
NCGC00016629-01,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@@]2([H])NC(=O)C3(N)CCCCC3)C(O)=O
NCGC00253965-01,CC1=CC=C(C=C1N=C=O)N=C=O
NCGC00254752-01,[Na+].COC1=CC(OC)=NC(SC2=C(C([O-])=O)C(Cl)=CC=C2)=N1
NCGC00260294-01,[Ca++].[O-]C(=O)C([O-])=O
NCGC00016058-05,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C3=CC(Cl)=CC(Cl)=C3
NCGC00256810-01,Cl.COC1=CC=C(OC)C(=C1)C(O)CNC(=O)CN
NCGC00247688-01,Cl.CCC(=O)N([C@H]1CCN(CCC2=CC=CC=C2)C[C@@H]1C)C3=CC=CC=C3
NCGC00167432-01,[Na+].CCC(=O)OC(OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2C[C@@H](C[C@H]2C([O-])=O)C3CCCCC3)C(C)C
NCGC00159330-02,CN1C2=C(N(CC3OCCO3)C=N2)C(=O)N(C)C1=O
NCGC00090762-01,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C4=C(C(=O)C(NC(=O)C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C5NC6(CCN(CC(C)C)CC6)N=C45)C(O)=C3C
NCGC00255707-01,[Br-].CCCCCCCCCCCCCC[N+](C)(C)C
NCGC00095403-01,Cl.[H][C@]12C[C@@]3([H])[C@]4([H])CC[C@@]5([H])C[C@@H](O)CC[C@]5(C)[C@@]4([H])CC[C@]3(C)[C@@]1([H])[C@H](C)[C@]6(CC[C@H](C)CN6)O2
NCGC00254628-01,CC(C)[C@@H](NC1=C(Cl)C=C(C=C1)C(F)(F)F)C(=O)OC(C#N)C2=CC(OC3=CC=CC=C3)=CC=C2
NCGC00164544-01,ClC1=C(C=CC=C1)C2CS\C(S2)=C(/C#N)N3C=CN=C3
NCGC00260180-01,[I-].CCCCCCCCCCCCN1C=C[N+](C)=C1
NCGC00260006-01,CCCC[Sn](Cl)(Cl)Cl
NCGC00159463-03,CCOC1=CC=C(NC(=C)NC2=CC=C(OCC)C=C2)C=C1
NCGC00259924-01,CN1C2=C(NC=N2)C(=O)N(C)C1=O
NCGC00095599-01,OC[C@H]1O[C@@H](OC2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O
NCGC00259836-01,CC(C)(C)OOC(=O)C1=CC=CC=C1
NCGC00094707-01,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O
NCGC00185742-01,[H][C@]12SCC(COC(N)=O)=C(N1C(=O)[C@]2(NC(=O)CC3=CC=CS3)OC)C(O)=O
NCGC00257865-01,CCCCCCCCCCOC(=O)C(C)=C
NCGC00254092-01,O=C1OC2=C(C=CC=C2)C=C1
NCGC00016965-01,[H][C@@]12CC[C@H](C(=O)NC(C)(C)C)[C@@]1(C)CC[C@@]3([H])[C@@]2([H])CC[C@@]4([H])NC(=O)C=C[C@]34C
NCGC00256195-01,O=C1CCCN1C2CCCCC2
NCGC00259161-01,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1
NCGC00256213-01,Cl.CCOC(=O)NNC1=NN=CC2=CC=CC=C12
NCGC00255984-01,CCOP(=S)(OCC)SCSC1=C(Cl)C=CC(Cl)=C1
NCGC00258072-01,CC1=CC(C)=C(C)C=C1
NCGC00091532-04,OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1
NCGC00258643-01,CC1=CC=C(C=C1)C(O)=O
NCGC00255584-01,OC1CCCCC1C2=CC=CC=C2
NCGC00256228-01,CC1(C)CC(=O)CC(C)(C)N1[O]
NCGC00257593-01,ClC(Cl)(Cl)Cl
NCGC00258750-01,Cl.NCCC1=CC=C(O)C=C1
NCGC00259223-01,[NH4+].NS([O-])(=O)=O
NCGC00255194-01,CN(C)N
NCGC00256186-01,[Ca++].CCC(C)(CCC(C)C)C([O-])=O.CCC(C)(CCC(C)C)C([O-])=O
NCGC00258006-01,CC(C)(C)C1=CC=C(C=O)C=C1
NCGC00258487-01,CC1=CC(=C(O)C=C1)[N+]([O-])=O
NCGC00016824-01,[H][C@@]12C[C@@H](C)[C@H](C(=O)COC(=O)C(C)(C)C)[C@@]1(C)C[C@H](O)[C@@]3(Cl)[C@@]2([H])C[C@H](F)C4=CC(=O)C=C[C@]34C
NCGC00024667-04,O.O.O.C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O.C[C@](N)(CC2=CC=C(O)C(O)=C2)C(O)=O
NCGC00256136-01,CC(=C)C(=O)OCCNC(C)(C)C
NCGC00257987-01,OCC1CCC(CO)CC1
NCGC00259138-01,OC1=C(Cl)C=C(Cl)C=C1
NCGC00258156-01,[Br-].CCCCCCN1C=C[N+](C)=C1
NCGC00256308-01,CCCCCCCCC(CCCCCC)C(O)=O
NCGC00254860-01,CC1(C)CON(CC2=C(Cl)C=CC=C2)C1=O
NCGC00024027-05,[H][C@@]12CC3=CN(C)C4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](CC)CO
NCGC00258688-01,COC1=C(O)C=CC=C1
NCGC00260490-01,CC1CN1
NCGC00259143-01,CC1=CC=C(C=C1)S(N)(=O)=O
NCGC00254819-01,ClC1=CC=CC(=N1)C(Cl)(Cl)Cl
NCGC00258528-01,[O-][N+](=O)C1=C(CC#N)C=CC=C1
NCGC00181775-01,[Cl-].CN(C)C1=CC=C2N=C3C=C(C)C(N)=CC3=[S+]C2=C1
NCGC00256691-01,C[C@H](CCO)CCCC(C)=C
NCGC00256008-01,CC(C)OC(=O)CCC(=O)OC(C)C
NCGC00258247-01,CN1C(N)=NC2=C1C=CC3=C2C=CC=N3
NCGC00255153-01,Cl.OC1=CC=C(C=C1)C2=C(C(=O)C3=CC=C(OCCN4CCCCC4)C=C3)C5=CC=C(O)C=C5S2
NCGC00260470-01,OC1=CC=CC=CC1=O
NCGC00258324-01,CC1=CC=NC2=C1NC(=O)C3=CC=CN=C3N2C4CC4
NCGC00159441-02,[H][C@]12CC[C@]3([H])[C@]([H])(C[C@@H](O)[C@]4(C)[C@H](CC[C@]34O)C5=CC(=O)OC5)[C@@]1(C)CC[C@@H](C2)O[C@H]6C[C@H](O)[C@H](O[C@H]7C[C@H](O)[C@H](O[C@H]8C[C@H](O)[C@H](O[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O)[C@@H](C)O8)[C@@H](C)O7)[C@@H](C)O6
NCGC00259560-01,[Na+].[O-]C(=O)CCl
NCGC00254465-01,CCCCCCOC(=O)CC(CC(=O)OCCCCCC)(OC(=O)CCC)C(=O)OCCCCCC
NCGC00188864-01,COC1=C(OCCCN2CCC(CC2)C3=NOC4=C3C=CC(F)=C4)C=CC(=C1)C(C)=O
NCGC00096003-01,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@@H]([C@H]2O)N(C)C)[C@@H](CCN3C[C@@H](C)C[C@@H](C)C3)C[C@@H](C)C(=O)\C=C\C(C)=C\[C@@H]1CO[C@@H]4O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]4OC
NCGC00259063-01,NC(=N)NC#N
NCGC00016752-01,Cl.CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O
NCGC00254118-01,CC1=CC(C)=C(C)C=C1
NCGC00258971-01,OC(=O)C1=CC=CN=C1
NCGC00160445-01,CC(C)C(Br)C(=O)NC(N)=O
NCGC00257769-01,Cl.CC1=CC(N)=CC=C1
NCGC00257591-01,C=CCCCCCCC=C
NCGC00260402-01,CCCOC(=O)C(C)O
NCGC00258234-01,CCCCOCC(C)O
NCGC00257701-01,CCC(Cl)CCl
NCGC00094557-01,NC(=O)C1=C(Cl)C=C(C=C1)[N+]([O-])=O
NCGC00255803-01,[Cl-].CCN(CC)C1=CC2=[O+]C3=C(C=CC(=C3)N(CC)CC)C(C4=C(C=CC=C4)C(O)=O)=C2C=C1
NCGC00256645-01,CSC1=NC=CN=C1
NCGC00255840-01,CCCCCCCC(=O)OCC(O)CO
NCGC00255492-01,CC1=C(Cl)C=CC=C1Cl
NCGC00254626-01,ClC1=CC(Cl)=C(C=C1)C(CN2C=CN=C2)OCC=C
NCGC00016889-01,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C3=C(C=CS3)S1(=O)=O
NCGC00256652-01,OCCCCOC(=O)C=C
NCGC00094157-01,CC1(C)CCC(CC1)NC(=O)[C@@H](N)CCC(O)=O
NCGC00015335-07,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2
NCGC00165774-02,[Na+].O[C@@H](COC1=CC=CC(Cl)=C1)\C=C\[C@H]2[C@H](O)C[C@H](O)[C@@H]2C\C=C/CCCC([O-])=O
NCGC00254094-01,NNC(=O)C1=CC=NC=C1
NCGC00255160-01,CCCCCCCCCC(C)=O
NCGC00259939-01,CCC(C)(O)CCCC(C)C
NCGC00259392-01,CCCCOCCOC(=O)C1=CC=CC=C1C(=O)OCCOCCCC
NCGC00254426-01,ONC(=O)C1(CCCC1)N(CCC(O)=O)S(=O)(=O)C2=CC=C(OC3=CC=C(F)C=C3)C=C2
NCGC00015116-10,COC1=CC=C(C=C1)C(=O)N2CCCC2=O
NCGC00260451-01,CCOC(=O)CC(=O)C1=CC(F)=C(Cl)N=C1Cl
NCGC00023673-05,NC1=NC=NC2=C1N=CN2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O
NCGC00259211-01,CCCOC(=O)C1=C(C=CC=C1)C(=O)OCCC
NCGC00182543-01,CC1=CC=CC(C)=C1NC(=O)C2=CC(=C(Cl)C=C2O)S(N)(=O)=O
NCGC00256718-01,C[SiH](O[Si](C)(C)C)O[Si](C)(C)C
NCGC00255712-01,CCO[Si](CC)(OCC)OCC
NCGC00258915-01,CC(C)(CO)CO
NCGC00091888-01,CC1CC(CC(C)(C)C1)OC(=O)C2=C(O)C=CC=C2
